file,box_id,confidence,is_tp,llm_verdict
240458.jpg,1,0.807587206363678,True,VALID
240458.jpg,2,0.5253865122795105,True,FALSE_POSITIVE
210090.jpg,0,0.8705426454544067,True,VALID
210090.jpg,1,0.8501706123352051,True,VALID
210090.jpg,2,0.7889065146446228,True,VALID
210090.jpg,3,0.4942386746406555,True,VALID
210313.jpg,0,0.7940964698791504,True,VALID
210313.jpg,1,0.6705545783042908,True,VALID
210313.jpg,2,0.6572259068489075,True,VALID
210313.jpg,3,0.3830709159374237,True,VALID
240247.jpg,0,0.7658501863479614,True,VALID
240247.jpg,1,0.5848761200904846,True,VALID
210227.jpg,0,0.7198838591575623,True,VALID
210227.jpg,1,0.4078884720802307,True,VALID
200095.jpg,0,0.8089265823364258,True,VALID
240394.jpg,0,0.8466599583625793,True,VALID
240394.jpg,1,0.8060640096664429,True,VALID
240394.jpg,2,0.5350647568702698,False,FALSE_POSITIVE
240394.jpg,3,,,
190348.jpg,0,0.8202033638954163,True,VALID
190348.jpg,1,0.7417887449264526,True,VALID
240462.jpg,0,0.7298884391784668,True,VALID
240462.jpg,1,0.4294889569282532,True,VALID
240462.jpg,2,0.31143462657928467,False,VALID
240462.jpg,3,,,
200316.jpg,0,0.8644368052482605,True,VALID
200316.jpg,1,0.5796312093734741,True,VALID
230097.jpg,0,0.8102772831916809,True,VALID
230097.jpg,1,0.46372637152671814,True,VALID
190366.jpg,0,0.8766418099403381,True,VALID
200121.jpg,0,0.8461616635322571,True,VALID
200121.jpg,1,0.8067619204521179,True,VALID
240162.jpg,0,0.6590979695320129,True,VALID
260464.jpg,0,0.8373632431030273,True,VALID
260464.jpg,1,0.7263052463531494,True,VALID
260464.jpg,2,0.36359313130378723,False,VALID
210244.jpg,0,0.8152301907539368,True,VALID
210244.jpg,1,0.7983864545822144,True,VALID
230358.jpg,0,0.8481866717338562,True,VALID
230358.jpg,1,0.7212796807289124,True,VALID
230358.jpg,2,0.46617674827575684,True,VALID
190632.jpg,0,0.8635935187339783,True,VALID
220370.jpg,0,0.8415674567222595,True,VALID
260443.jpg,0,,,
260443.jpg,1,,,
260530.jpg,0,0.8581965565681458,True,VALID
260105.jpg,0,0.6406522989273071,False,VALID
260105.jpg,1,0.5514497756958008,False,VALID
260105.jpg,2,0.4972210228443146,True,VALID
260105.jpg,3,,,
260105.jpg,4,,,
260105.jpg,5,,,
260105.jpg,6,,,
220377.jpg,0,0.845031201839447,True,VALID
220193.jpg,0,0.8601483702659607,True,VALID
220193.jpg,1,0.8455827832221985,True,VALID
220193.jpg,2,0.7884965538978577,True,VALID
220193.jpg,3,,,
190023.jpg,0,0.8811436295509338,True,VALID
260110.jpg,0,0.4748407006263733,True,FALSE_POSITIVE
260110.jpg,1,,,
210040.jpg,0,0.7763252854347229,True,VALID
210040.jpg,1,0.7322813868522644,True,VALID
210040.jpg,2,0.40169915556907654,True,UNCERTAIN
210040.jpg,3,0.29477840662002563,True,UNCERTAIN
220167.jpg,0,0.8167529106140137,True,VALID
220167.jpg,1,0.7782690525054932,True,VALID
220167.jpg,2,0.6180463433265686,True,VALID
260297.jpg,0,0.8531172275543213,True,VALID
260297.jpg,1,,,
260416.jpg,0,0.8381518721580505,True,VALID
260416.jpg,1,0.719264805316925,False,FALSE_POSITIVE
240071.jpg,0,0.7596827149391174,True,VALID
240071.jpg,1,0.7553721070289612,True,VALID
240071.jpg,2,0.4082479476928711,True,VALID
210146.jpg,0,0.7450655698776245,True,VALID
210058.jpg,0,0.8157966732978821,True,VALID
210058.jpg,1,0.8060243129730225,True,VALID
210058.jpg,2,0.8022158741950989,True,VALID
210058.jpg,3,0.7993231415748596,True,VALID
210058.jpg,4,0.47694435715675354,False,VALID
210058.jpg,5,0.4341815412044525,True,FALSE_POSITIVE
210058.jpg,6,0.37426260113716125,True,VALID
210058.jpg,7,0.34119611978530884,True,FALSE_POSITIVE
210058.jpg,8,,,
210058.jpg,9,,,
190324.jpg,0,0.8428944945335388,True,VALID
190324.jpg,1,0.8221973180770874,True,VALID
190324.jpg,2,0.8219640254974365,True,VALID
190324.jpg,3,0.756269633769989,True,VALID
230068.jpg,0,0.8130638003349304,True,VALID
230068.jpg,1,0.367507666349411,True,UNCERTAIN
200300.jpg,0,0.8263368606567383,True,VALID
200300.jpg,1,0.7904981374740601,True,VALID
200300.jpg,2,0.7589787840843201,True,VALID
200300.jpg,3,0.749829113483429,True,VALID
220124.jpg,0,0.8511090278625488,True,VALID
220124.jpg,1,0.42346620559692383,True,FALSE_POSITIVE
240437.jpg,0,0.7340219616889954,True,VALID
210287.jpg,0,0.8629279732704163,True,VALID
190180.jpg,0,0.869352400302887,True,VALID
190180.jpg,1,0.8672146201133728,True,VALID
190180.jpg,2,0.8154578804969788,True,VALID
190180.jpg,3,0.8082975149154663,True,VALID
240132.jpg,0,0.8563758134841919,True,VALID
240132.jpg,1,0.5933448076248169,False,VALID
220264.jpg,0,0.8190293312072754,True,VALID
220264.jpg,1,0.8168530464172363,True,VALID
260166.jpg,0,0.8411591649055481,True,VALID
260166.jpg,1,0.8305326104164124,True,VALID
260294.jpg,0,0.8233759999275208,True,VALID
260294.jpg,1,0.7750985026359558,True,VALID
260294.jpg,2,0.48074764013290405,True,VALID
200186.jpg,0,0.8621309995651245,True,VALID
200186.jpg,1,0.8536192774772644,True,VALID
200186.jpg,2,0.8091219067573547,True,VALID
200186.jpg,3,0.5577674508094788,True,FALSE_POSITIVE
210345.jpg,0,0.8286613821983337,True,VALID
210345.jpg,1,0.8098308444023132,True,VALID
210345.jpg,2,0.7966804504394531,True,VALID
210345.jpg,3,0.7841700911521912,True,VALID
190631.jpg,0,0.8720974922180176,True,VALID
190631.jpg,1,0.8573395609855652,True,VALID
190631.jpg,2,0.828599750995636,True,VALID
240370.jpg,0,0.6947762966156006,True,VALID
240370.jpg,1,0.5930397510528564,True,VALID
230116.jpg,0,0.8346015810966492,True,VALID
230116.jpg,1,0.8341551423072815,True,VALID
230116.jpg,2,0.8327999114990234,True,VALID
230116.jpg,3,0.6914794445037842,True,VALID
230116.jpg,4,0.5422177314758301,True,VALID
260074.jpg,0,0.7690849304199219,True,VALID
260074.jpg,1,0.7406316995620728,True,VALID
260074.jpg,2,0.7269737124443054,True,VALID
210256.jpg,0,0.8341604471206665,True,VALID
210256.jpg,1,0.7850325107574463,True,VALID
210256.jpg,2,0.7382992506027222,True,VALID
210256.jpg,3,0.7167279124259949,True,VALID
210256.jpg,4,0.6873761415481567,True,VALID
210256.jpg,5,0.5641091465950012,True,VALID
210256.jpg,6,0.48265525698661804,True,VALID
230412.jpg,0,0.8461353778839111,True,VALID
220107.jpg,0,0.8272855877876282,True,VALID
220107.jpg,1,0.7940188050270081,True,VALID
220107.jpg,2,,,
240004.jpg,0,0.5267021656036377,True,VALID
240004.jpg,1,,,
240004.jpg,2,,,
240004.jpg,3,,,
260424.jpg,0,0.6667265295982361,True,VALID
260218.jpg,0,0.8598308563232422,True,VALID
260218.jpg,1,0.8419245481491089,True,VALID
260218.jpg,2,0.7276454567909241,True,VALID
190175.jpg,0,0.8680509924888611,True,VALID
190175.jpg,1,0.8050239682197571,True,VALID
190175.jpg,2,0.7433022856712341,True,VALID
210268.jpg,0,0.8180539011955261,True,VALID
210268.jpg,1,0.7302148938179016,True,VALID
210268.jpg,2,0.34076911211013794,True,FALSE_POSITIVE
230238.jpg,0,0.8557180762290955,True,VALID
230238.jpg,1,0.8160176873207092,True,VALID
230316.jpg,0,0.8531765341758728,True,VALID
230316.jpg,1,0.8484151363372803,True,VALID
230316.jpg,2,0.7617418766021729,True,VALID
220054.jpg,0,0.8567931652069092,True,VALID
220054.jpg,1,0.8493793606758118,True,VALID
220054.jpg,2,0.8414914608001709,True,VALID
220054.jpg,3,0.8371722102165222,True,VALID
220054.jpg,4,,,
210178.jpg,0,0.8270976543426514,True,VALID
210178.jpg,1,0.6049954891204834,True,VALID
210178.jpg,2,0.36781418323516846,True,VALID
200180.jpg,0,0.793159008026123,True,VALID
190536.jpg,0,0.8741546869277954,True,VALID
190536.jpg,1,0.849646806716919,True,VALID
190536.jpg,2,0.8329444527626038,True,VALID
190536.jpg,3,0.8118594884872437,True,VALID
190536.jpg,4,0.8021730780601501,True,VALID
190536.jpg,5,0.6652695536613464,True,VALID
190536.jpg,6,0.5934462547302246,True,VALID
260085.jpg,0,0.7861407995223999,True,VALID
260085.jpg,1,0.41401994228363037,True,VALID
190824.jpg,0,0.8666427731513977,True,VALID
190824.jpg,1,0.8655343055725098,True,VALID
230247.jpg,0,0.8753717541694641,True,VALID
230247.jpg,1,0.7834312319755554,True,VALID
230021.jpg,0,0.838719367980957,True,VALID
240449.jpg,0,0.8281857371330261,True,VALID
240449.jpg,1,0.7533663511276245,True,VALID
190704.jpg,0,0.8684030175209045,True,VALID
190704.jpg,1,0.8643396496772766,True,VALID
240376.jpg,0,0.7284027934074402,True,VALID
260522.jpg,0,0.8212120532989502,True,VALID
200067.jpg,0,0.8610060214996338,True,VALID
200067.jpg,1,0.7821562886238098,True,VALID
230339.jpg,0,0.8514493107795715,True,VALID
230339.jpg,1,0.8352077603340149,True,VALID
230339.jpg,2,0.8288263082504272,True,VALID
230339.jpg,3,0.7791293859481812,True,VALID
230339.jpg,4,0.2861974835395813,True,FALSE_POSITIVE
210254.jpg,0,0.8355448842048645,True,VALID
210254.jpg,1,0.8189005851745605,True,VALID
210254.jpg,2,,,
210254.jpg,3,,,
240263.jpg,0,0.8362855315208435,True,VALID
260188.jpg,0,0.8419250845909119,True,VALID
260188.jpg,1,0.8055599331855774,True,VALID
260188.jpg,2,0.7781217098236084,True,VALID
240287.jpg,0,0.8474807143211365,True,VALID
240287.jpg,1,0.8444698452949524,True,VALID
260396.jpg,0,0.8766381144523621,True,VALID
260396.jpg,1,0.8516647219657898,True,VALID
230460.jpg,0,0.8373108506202698,True,VALID
230460.jpg,1,0.7726370692253113,True,VALID
190569.jpg,0,0.8722408413887024,True,VALID
190518.jpg,0,0.8292015194892883,True,VALID
190518.jpg,1,0.8153051733970642,True,VALID
190523.jpg,0,0.8727139830589294,True,VALID
190053.jpg,0,0.8495467305183411,True,VALID
190053.jpg,1,0.8211737275123596,True,VALID
190053.jpg,2,0.8018352389335632,True,VALID
190053.jpg,3,0.7975310683250427,True,VALID
190053.jpg,4,0.7973388433456421,True,VALID
200126.jpg,0,0.7641803622245789,True,VALID
260437.jpg,0,0.850373387336731,True,VALID
260437.jpg,1,0.8490089774131775,True,VALID
190054.jpg,0,0.8754170536994934,True,VALID
190054.jpg,1,0.8638688325881958,True,VALID
190054.jpg,2,0.8061848282814026,True,VALID
190054.jpg,3,0.668300449848175,True,VALID
240354.jpg,0,0.720973551273346,True,VALID
240354.jpg,1,0.6556991338729858,True,VALID
230014.jpg,0,0.8208708167076111,True,VALID
230433.jpg,0,0.8642257452011108,True,VALID
230433.jpg,1,0.7977861166000366,True,VALID
230433.jpg,2,0.7260922789573669,True,VALID
230433.jpg,3,0.5417677760124207,True,FALSE_POSITIVE
190220.jpg,0,0.8530436158180237,True,VALID
260278.jpg,0,0.8558914065361023,True,VALID
260381.jpg,0,0.8662925362586975,True,VALID
260381.jpg,1,0.856163501739502,True,VALID
200077.jpg,0,0.808252215385437,True,VALID
230144.jpg,0,0.853328287601471,True,VALID
230144.jpg,1,0.8059729337692261,True,VALID
220117.jpg,0,0.7881715893745422,True,VALID
220117.jpg,1,0.5434870719909668,True,VALID
190172.jpg,0,0.887507975101471,True,VALID
190172.jpg,1,0.8715250492095947,True,VALID
190172.jpg,2,0.8607593178749084,True,VALID
190172.jpg,3,0.8533332347869873,True,VALID
190172.jpg,4,0.8475745320320129,True,VALID
190172.jpg,5,0.8057735562324524,True,VALID
190172.jpg,6,0.7585535645484924,True,VALID
190172.jpg,7,0.43464982509613037,True,VALID
260068.jpg,0,0.8577870726585388,True,VALID
260068.jpg,1,0.8090261816978455,True,VALID
190193.jpg,0,0.8010069727897644,True,VALID
190471.jpg,0,0.82944655418396,True,VALID
230306.jpg,0,0.6309072375297546,True,VALID
210191.jpg,0,0.8524973392486572,True,VALID
210191.jpg,1,0.8324176669120789,True,VALID
210191.jpg,2,0.8248074054718018,True,VALID
240446.jpg,0,0.7933976650238037,True,VALID
240446.jpg,1,0.7369018197059631,True,VALID
240446.jpg,2,0.7361129522323608,True,VALID
210112.jpg,0,0.835400402545929,True,VALID
210112.jpg,1,0.7747275233268738,True,VALID
210112.jpg,2,0.34074756503105164,True,FALSE_POSITIVE
200279.jpg,0,0.8443785309791565,True,VALID
200279.jpg,1,0.7618224024772644,True,VALID
200279.jpg,2,0.7451760768890381,True,VALID
230310.jpg,0,0.7791375517845154,True,VALID
220084.jpg,0,0.8510768413543701,True,VALID
220084.jpg,1,0.7396190166473389,True,VALID
260089.jpg,0,0.8731723427772522,True,VALID
190413.jpg,0,0.8699381351470947,True,VALID
190413.jpg,1,0.8566314578056335,True,VALID
190413.jpg,2,0.8484077453613281,True,VALID
190413.jpg,3,0.8244825005531311,True,VALID
190413.jpg,4,0.8013553619384766,True,VALID
190413.jpg,5,0.79389488697052,True,VALID
210253.jpg,0,0.821147084236145,True,VALID
260225.jpg,0,0.8872325420379639,True,VALID
260225.jpg,1,0.8561141490936279,True,VALID
260225.jpg,2,0.8337978720664978,True,VALID
260225.jpg,3,0.8180078864097595,True,VALID
200250.jpg,0,0.8280030488967896,True,VALID
200250.jpg,1,0.8258394002914429,True,VALID
230321.jpg,0,0.8693353533744812,True,VALID
230321.jpg,1,0.8525097966194153,True,VALID
230321.jpg,2,0.8471446633338928,True,VALID
230002.jpg,0,0.8120213747024536,True,VALID
230002.jpg,1,0.7714228630065918,True,VALID
230002.jpg,2,0.7518976926803589,True,VALID
230002.jpg,3,0.7202911972999573,True,VALID
230002.jpg,4,0.714324951171875,True,VALID
190001.jpg,0,0.8683687448501587,True,VALID
190001.jpg,1,0.8347299098968506,True,VALID
190089.jpg,0,0.8743531703948975,True,VALID
190089.jpg,1,0.8018882870674133,True,VALID
190089.jpg,2,0.7301604151725769,True,VALID
240347.jpg,0,0.7876366972923279,True,VALID
200122.jpg,0,0.8341487050056458,True,VALID
200122.jpg,1,0.8321707248687744,True,VALID
200122.jpg,2,0.8153256773948669,True,VALID
230092.jpg,0,0.8565047979354858,True,VALID
190479.jpg,0,0.8593483567237854,True,VALID
190479.jpg,1,0.8282344937324524,True,VALID
190479.jpg,2,0.2884409725666046,True,VALID
200148.jpg,0,0.8820158243179321,True,VALID
190565.jpg,0,0.8601593971252441,True,VALID
190565.jpg,1,0.8377578258514404,True,VALID
230034.jpg,0,0.7195131182670593,True,VALID
260164.jpg,0,0.8082134127616882,True,VALID
260164.jpg,1,0.5207536220550537,True,VALID
190720.jpg,0,0.8806489109992981,True,VALID
190720.jpg,1,0.8744770288467407,True,VALID
230428.jpg,0,0.7878018021583557,True,VALID
200107.jpg,0,0.8537641763687134,True,VALID
260388.jpg,0,0.8261662721633911,True,VALID
260388.jpg,1,0.823388397693634,True,VALID
260388.jpg,2,0.8230832815170288,True,VALID
260388.jpg,3,0.5318175554275513,False,FALSE_POSITIVE
260388.jpg,4,0.468157023191452,True,VALID
220286.jpg,0,0.5242562294006348,False,VALID
220286.jpg,1,,,
210031.jpg,0,0.8422110080718994,True,VALID
210031.jpg,1,0.829441249370575,True,VALID
210031.jpg,2,0.8006437420845032,True,VALID
210031.jpg,3,0.6640226244926453,True,FALSE_POSITIVE
210031.jpg,4,,,
210334.jpg,0,0.5474954843521118,True,VALID
230338.jpg,0,0.8555278778076172,True,VALID
240416.jpg,0,0.8009132146835327,True,VALID
240416.jpg,1,0.43108850717544556,True,UNCERTAIN
260160.jpg,0,0.8358359932899475,True,VALID
260160.jpg,1,0.8266705274581909,True,VALID
260160.jpg,2,0.8213784694671631,True,VALID
260160.jpg,3,0.5739135146141052,True,VALID
260160.jpg,4,0.4969327747821808,True,VALID
190559.jpg,0,0.8273019194602966,True,VALID
190559.jpg,1,0.7738029956817627,True,VALID
190559.jpg,2,0.720238983631134,True,VALID
260274.jpg,0,0.8783314228057861,True,VALID
190221.jpg,0,0.8220371603965759,True,VALID
190417.jpg,0,0.852622389793396,True,VALID
190417.jpg,1,0.8469271063804626,True,VALID
190417.jpg,2,0.7282293438911438,True,VALID
190417.jpg,3,0.42450833320617676,True,FALSE_POSITIVE
210413.jpg,0,0.8525676131248474,True,VALID
230399.jpg,0,0.8354136347770691,True,VALID
230399.jpg,1,0.8252167701721191,True,VALID
230399.jpg,2,0.7512527108192444,True,VALID
230399.jpg,3,0.7464017868041992,True,VALID
240457.jpg,0,0.5301781892776489,True,VALID
210267.jpg,0,0.8497255444526672,True,FALSE_POSITIVE
210267.jpg,1,0.8416204452514648,True,VALID
210267.jpg,2,,,
190040.jpg,0,0.8748890161514282,True,VALID
190040.jpg,1,0.8267080783843994,True,VALID
190040.jpg,2,0.8127037882804871,True,VALID
190040.jpg,3,0.7974759340286255,True,VALID
190040.jpg,4,0.5508368015289307,True,VALID
190040.jpg,5,0.5446552634239197,True,VALID
190040.jpg,6,,,
230066.jpg,0,0.8483715653419495,True,VALID
230066.jpg,1,0.793406069278717,True,FALSE_POSITIVE
230066.jpg,2,0.5640604496002197,True,VALID
230124.jpg,0,0.6891199350357056,False,VALID
230124.jpg,1,,,
190050.jpg,0,0.8593770265579224,True,VALID
190050.jpg,1,0.841790497303009,True,VALID
240336.jpg,0,0.7863063812255859,True,VALID
210416.jpg,0,0.8438717126846313,True,VALID
210416.jpg,1,0.8200311660766602,True,VALID
210416.jpg,2,0.8191956281661987,True,VALID
210416.jpg,3,0.794409453868866,True,VALID
230347.jpg,0,0.8482139706611633,True,VALID
230347.jpg,1,0.7385830879211426,False,VALID
230347.jpg,2,,,
240027.jpg,0,0.8449981808662415,True,VALID
240027.jpg,1,0.7692683339118958,True,VALID
200036.jpg,0,0.8631155490875244,True,VALID
200036.jpg,1,0.7986702919006348,True,VALID
230309.jpg,0,0.8196436762809753,True,VALID
260351.jpg,0,0.8558545708656311,True,VALID
260351.jpg,1,,,
260480.jpg,0,0.8517150282859802,True,VALID
260480.jpg,1,0.8222002983093262,True,VALID
260480.jpg,2,0.7816721200942993,True,VALID
200273.jpg,0,0.833196222782135,True,VALID
200273.jpg,1,0.5321545600891113,True,VALID
190404.jpg,0,0.8471912145614624,True,VALID
190404.jpg,1,0.8206462264060974,True,VALID
190404.jpg,2,0.7597661018371582,True,VALID
190404.jpg,3,0.35328447818756104,True,FALSE_POSITIVE
240018.jpg,0,0.8513534069061279,True,VALID
240018.jpg,1,0.5061225295066833,False,FALSE_POSITIVE
240018.jpg,2,,,
190598.jpg,0,0.873036801815033,True,VALID
240262.jpg,0,0.8433377146720886,True,VALID
240262.jpg,1,0.8201056122779846,True,VALID
190204.jpg,0,0.8707616925239563,True,VALID
190204.jpg,1,0.7968699932098389,True,VALID
190139.jpg,0,0.8703358769416809,True,VALID
210168.jpg,0,0.8117067813873291,True,VALID
210168.jpg,1,0.5764458775520325,False,VALID
210168.jpg,2,,,
190166.jpg,0,0.8524277210235596,True,VALID
260117.jpg,0,0.8682947754859924,True,VALID
260117.jpg,1,0.8508408069610596,True,VALID
260117.jpg,2,0.6205124855041504,True,FALSE_POSITIVE
260117.jpg,3,0.3924875855445862,True,FALSE_POSITIVE
260117.jpg,4,0.36984124779701233,True,FALSE_POSITIVE
210060.jpg,0,0.85946124792099,True,VALID
230313.jpg,0,0.8271465301513672,True,VALID
230313.jpg,1,0.8140028715133667,True,VALID
230313.jpg,2,0.6079933643341064,True,VALID
230160.jpg,0,0.8404785394668579,True,VALID
190453.jpg,0,0.8695635199546814,True,VALID
190453.jpg,1,0.8421163558959961,True,VALID
210294.jpg,0,0.8501108288764954,True,VALID
190337.jpg,0,0.8514804244041443,True,VALID
260348.jpg,0,0.8456629514694214,True,VALID
260348.jpg,1,0.8410504460334778,True,VALID
260168.jpg,0,0.8603929877281189,True,FALSE_POSITIVE
190306.jpg,0,0.8641321063041687,True,VALID
190306.jpg,1,0.8620926737785339,True,VALID
190306.jpg,2,0.8242732882499695,True,VALID
190233.jpg,0,0.8804422616958618,True,VALID
190233.jpg,1,0.7846291065216064,True,VALID
260045.jpg,0,0.8382484316825867,True,VALID
190826.jpg,0,0.8621349930763245,True,VALID
190826.jpg,1,0.8283836245536804,True,VALID
190826.jpg,2,0.7739595174789429,True,VALID
260152.jpg,0,0.8450700640678406,True,VALID
260152.jpg,1,0.8351292014122009,True,VALID
210035.jpg,0,0.5204212069511414,True,UNCERTAIN
210035.jpg,1,,,
190498.jpg,0,0.8759593367576599,True,VALID
190498.jpg,1,0.8613057136535645,True,VALID
190498.jpg,2,0.8579389452934265,True,VALID
190498.jpg,3,0.8495440483093262,True,VALID
230427.jpg,0,0.8411900401115417,True,VALID
240327.jpg,0,,,
210241.jpg,0,0.8587774038314819,True,VALID
220343.jpg,0,0.8303067088127136,True,VALID
220343.jpg,1,0.5029944777488708,True,VALID
220343.jpg,2,0.39778900146484375,True,VALID
190716.jpg,0,0.8707258105278015,True,VALID
230282.jpg,0,0.8306951522827148,True,VALID
260468.jpg,0,0.7508471012115479,True,VALID
200134.jpg,0,0.847006618976593,True,VALID
200134.jpg,1,0.7638753056526184,True,VALID
260221.jpg,0,0.8302994966506958,True,VALID
260221.jpg,1,0.7545084357261658,True,VALID
230077.jpg,0,0.8750727772712708,True,VALID
230077.jpg,1,0.8184499144554138,True,VALID
230077.jpg,2,0.6259583234786987,True,VALID
230077.jpg,3,0.5410500168800354,True,VALID
240119.jpg,0,0.8572593927383423,True,VALID
240119.jpg,1,0.7721275091171265,True,VALID
240119.jpg,2,0.6504263281822205,True,FALSE_POSITIVE
240119.jpg,3,0.433354914188385,False,FALSE_POSITIVE
240119.jpg,4,0.284889280796051,True,FALSE_POSITIVE
260169.jpg,0,0.8514145612716675,True,VALID
260169.jpg,1,0.8369724154472351,True,VALID
190687.jpg,0,0.8739110231399536,True,VALID
190687.jpg,1,0.8638207912445068,True,VALID
190687.jpg,2,0.8504899740219116,True,VALID
190687.jpg,3,0.839196503162384,True,VALID
240382.jpg,0,0.8299695253372192,True,VALID
190801.jpg,0,0.8655440807342529,True,VALID
190801.jpg,1,0.8596305847167969,True,VALID
190801.jpg,2,0.8490898013114929,True,VALID
190801.jpg,3,0.8429226875305176,True,VALID
190801.jpg,4,0.8326312303543091,True,VALID
190801.jpg,5,0.8326089978218079,True,VALID
190801.jpg,6,0.8289371728897095,True,VALID
190801.jpg,7,0.7803184390068054,True,VALID
190801.jpg,8,0.5498156547546387,True,VALID
190801.jpg,9,0.301376610994339,False,FALSE_POSITIVE
190825.jpg,0,0.867644727230072,True,VALID
190825.jpg,1,0.8577933311462402,True,VALID
240228.jpg,0,0.8183897733688354,True,VALID
240228.jpg,1,0.5961770415306091,True,VALID
210314.jpg,0,0.8335071802139282,True,VALID
230359.jpg,0,0.8469347357749939,True,VALID
230359.jpg,1,0.8194594383239746,True,VALID
230312.jpg,0,0.8150741457939148,True,VALID
230312.jpg,1,0.5165741443634033,False,FALSE_POSITIVE
190027.jpg,0,0.8686783313751221,True,VALID
190027.jpg,1,0.8623339533805847,True,VALID
190027.jpg,2,0.8488674163818359,True,VALID
260459.jpg,0,0.8585181832313538,True,VALID
260459.jpg,1,0.741722047328949,True,VALID
200093.jpg,0,0.829545259475708,True,VALID
200093.jpg,1,0.8158877491950989,True,VALID
200093.jpg,2,0.8127284646034241,True,VALID
200093.jpg,3,0.3460191786289215,True,VALID
190270.jpg,0,0.8433898091316223,True,VALID
190270.jpg,1,0.7977927327156067,True,VALID
190270.jpg,2,0.6590940952301025,True,VALID
190270.jpg,3,0.6465245485305786,True,VALID
230318.jpg,0,0.8315168619155884,True,VALID
230318.jpg,1,0.7558112740516663,True,VALID
230318.jpg,2,0.7367829084396362,True,VALID
230318.jpg,3,0.6749171018600464,True,VALID
230456.jpg,0,0.6798710823059082,True,VALID
260033.jpg,0,0.8215273022651672,True,VALID
260033.jpg,1,0.7775548100471497,True,VALID
260033.jpg,2,0.6483069658279419,True,VALID
260163.jpg,0,0.8321598172187805,True,VALID
260147.jpg,0,0.8824840784072876,True,VALID
260147.jpg,1,0.8557884693145752,True,VALID
260147.jpg,2,0.8157734274864197,True,VALID
240080.jpg,0,0.7643516659736633,True,VALID
190621.jpg,0,0.8617547154426575,True,VALID
190621.jpg,1,0.8056501150131226,True,VALID
190621.jpg,2,0.7289050817489624,True,VALID
